SITE_ID,SITE_IGBP,month,TA_F_avg,VPD_F_avg,P_F_avg,NETRAD_avg,NEE_VUT_REF_avg,NEE_VUT_REF_QC_avg,NEE_CUT_REF_avg,NEE_CUT_REF_QC_avg,GPP_NT_VUT_REF_avg,GPP_DT_VUT_REF_avg,GPP_NT_CUT_REF_avg,GPP_DT_CUT_REF_avg,RECO_NT_VUT_REF_avg,RECO_DT_VUT_REF_avg,RECO_NT_CUT_REF_avg,RECO_DT_CUT_REF_avg,ET_avg,BESS_PAR_avg,BESS_PARdiff_avg,BESS_RSDN_avg,CSIF_SIFdaily_avg,CSIF_SIFinst_avg,PET_avg,Ts_avg,Tmean_avg,prcp_avg,vpd_avg,prcp_lag3_avg,ESACCI_sm_avg,b1_avg,b2_avg,b3_avg,b4_avg,b5_avg,b6_avg,b7_avg,EVI_avg,GCI_avg,NDVI_avg,NDWI_avg,NIRv_avg,kNDVI_avg,Percent_Snow_avg,Fpar_avg,Lai_avg,LST_Day_avg,LST_Night_avg,CO2_concentration_avg,dataset,MODIS_LC,MODIS_IGBP,MODIS_PFT,koppen_sub,koppen,hemisphere,LOCATION_LAT,LOCATION_LONG
AT-Neu,GRA,7,16.336,5.6041,3.4263,117.48071295,-0.561633455,0.9642473,-0.58001352,0.9636426,14.13241,11.619846,14.20935,11.604393,13.44164,9.138207,13.60209,9.306281,6.71313866,99.7,50.0,219.9,0.318553571,0.802300365,-0.0118583008,283.544154,283.68706,0.0074432031,0.264743087,0.0203655296,0.274672371,0.03543788,0.27224037,0.0190864625,0.0489695131,0.24834494,0.147661146,0.0643552213,0.442218387777778,4.56988497,0.76956452,0.296563417,0.209579917,0.53145118,0.0,0.702,2.93,294.604,279.462,383.0385,FLUXNET,5,MF,MF,Dfb,Cold,N,47.11667,11.3175
AT-Neu,GRA,8,15.8923636363636,5.05336363636364,3.29109090909091,93.8114081690909,2.45285018181818,0.957417,2.44339909090909,0.952162818181818,10.2142481818182,7.91599272727273,10.12667,7.89433454545455,12.65587,7.81802454545455,12.8120336363636,8.00107,5.73933320909091,89.2727272727273,42.2727272727273,197.090909090909,0.256462323636364,0.690714749090909,-0.0105695655454545,283.219200909091,283.39123,0.0072774351818181,0.248522449090909,0.0218959969090909,0.273435063636364,0.0336781521818182,0.247047191818182,0.0180709071818182,0.045046032,0.23215858,0.139252061818182,0.0615825004545455,0.406700157,4.48534600909091,0.759481341818182,0.278528686363636,0.187820516363636,0.520303552727273,0.0,0.710909090909091,2.70909090909091,293.663636363636,279.436363636364,381.952272727273,FLUXNET,5,MF,MF,Dfb,Cold,N,47.11667,11.3175
AT-Neu,GRA,9,11.8411818181818,3.51136363636364,1.87818181818182,58.2224185709091,1.11164736363636,0.956755090909091,1.10792254545455,0.955871181818182,8.68681818181818,6.45191909090909,8.89101545454545,6.48453272727273,9.99634636363636,5.40106727272727,9.98731727272727,5.51382363636364,4.49428174545455,72.3636363636364,30.8181818181818,161.454545454545,0.187639508181818,0.559044116363636,-0.0085273609090909,279.344405454545,279.720128181818,0.0043047581818181,0.186987817272727,0.0192694740909091,0.261519320909091,0.0328268176363636,0.221336506363636,0.0187668169090909,0.0429027257272727,0.207906666363636,0.124216668090909,0.0547725729090909,0.368975234,4.21702698181818,0.742003629090909,0.280683265454545,0.164340365454545,0.501022347272727,0.703030272727273,0.69,2.30909090909091,289.498181818182,276.576363636364,381.405,FLUXNET,5,MF,MF,Dfb,Cold,N,47.11667,11.3175
AT-Neu,GRA,10,7.08654545454545,2.29272727272727,1.61263636363636,17.9304471691818,2.60965,0.946175454545455,2.61969,0.943304090909091,4.29706909090909,2.59532818181818,4.33157545454545,2.47671909090909,7.05776,2.74327363636364,6.90991,2.67050454545455,2.86234965454545,48.0,20.7272727272727,107.454545454545,0.103286887181818,0.343550681818182,-0.0052526694545454,274.046004545455,274.998582727273,0.0037210139090909,0.124317960454545,0.0153032075454545,0.273474978181818,0.0374585165454545,0.188265760909091,0.0224683570909091,0.0432615720909091,0.183349473636364,0.113074383727273,0.051886256,0.302085182,3.50249617272727,0.670156919090909,0.248382810909091,0.126278017545455,0.422765957272727,8.02346047,0.603636363636364,1.3,283.610909090909,272.192727272727,381.475454545455,FLUXNET,5,MF,MF,Dfb,Cold,N,47.11667,11.3175
AT-Neu,GRA,11,2.34318181818182,1.499,1.34790909090909,-13.6057793036364,2.35805818181818,0.953724636363636,2.31096545454545,0.951325727272727,1.404064,1.22728481818182,1.41127145454545,1.25952481818182,3.79845272727273,2.21228909090909,3.78798909090909,2.28603336363636,1.21118805454545,24.4545454545455,12.3636363636364,54.2727272727273,0.0427934321818182,0.160324329090909,-0.0022092195454545,268.410581818182,269.649556363636,0.0037719851818181,0.0780603098181818,0.0117977571818182,0.28952578,0.0393013799090909,0.15038387,0.0239369584545455,0.038923473,0.154719305454545,0.101544279,0.0513207250909091,0.230986946,3.02807664545455,0.589832431818182,0.192810375454545,0.0883660871818182,0.336671675454545,24.8121210363636,0.4,0.654545454545455,276.256363636364,267.743636363636,382.205454545455,FLUXNET,5,MF,MF,Dfb,Cold,N,47.11667,11.3175
AT-Neu,GRA,12,-2.45244444444444,0.659333333333333,1.142,-19.2257485743333,2.36746444444444,0.952957,2.32219,0.953405111111111,0.118657277777778,0.366250222222222,0.0714020111111111,0.401223111111111,2.51455888888889,1.96693622222222,2.37313,1.98319544444444,0.546986195555556,15.5555555555556,8.88888888888889,34.2222222222222,0.0061117994444444,0.0250416473333333,-7.184685555555E-4,262.678167777778,264.001408888889,0.0033953444444444,0.0575731431111111,0.0113516096666667,0.24943720478288073,0.0351934906666667,0.129741361111111,0.0227510966666667,0.0332118531111111,0.130090383333333,0.0823578433333333,0.0441481306666667,0.20246853625,3.02102343333333,0.5772094,0.223077164444444,0.0745877648888889,0.322584218888889,76.0107528888889,0.238888888888889,0.333333333333333,268.364444444444,262.155555555556,383.537777777778,FLUXNET,5,MF,MF,Dfb,Cold,N,47.11667,11.3175
AU-Ade,WSA,1,27.444,8.4995,11.9175,158.72632025,-1.771681,0.997984,-1.7535665,0.997984,7.77782,8.760885,7.77315,8.760885,5.99693,7.47483,5.99693,7.45839,7.61294275,115.0,62.5,228.0,0.307116895,0.85455037,-0.0069971945,301.341115,300.66366,0.011975438,0.63091897,0.0282292865,0.31110881,0.074820827,0.304098055,0.035873212,0.082088385,0.348107525,0.26909004,0.135813885,0.386308795,2.7085332,0.605290585,0.061713135,0.18409142,0.35101793,0.0,0.58,2.05,305.39,296.73,384.65,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,2,26.512,6.772,11.002,145.196189,-3.99813,0.991815,-3.99813,0.991815,8.64581,9.29053,8.64581,9.29053,4.77119,5.24254,4.77119,6.01648,6.3050294,106.0,63.0,208.0,0.33895594,0.9678286,-0.005852185,300.18365,299.623,0.0137373,0.5264906,0.038428884,0.33855566,0.074747525,0.32655627,0.035366748,0.0833562,0.35874048,0.26068223,0.13177322,0.41727656,2.9401946,0.62790614,0.113811135,0.20525122,0.3757325,0.0,0.62,2.3,307.38,296.68,385.6,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,3,27.622,12.116,4.6845,186.96429555,-2.0697245,0.9301075,-2.0276895,0.929099,7.531645,8.122285,7.55764,8.122285,5.54279,6.213025,5.54279,6.39723,8.0957158,130.5,46.5,271.5,0.29289702,0.8494919,-0.008824401,301.949705,301.011825,0.004383689,1.07484647,0.031618795,0.3095268,0.06670835,0.308949185,0.032033685,0.0739385375,0.341550485,0.235463795,0.112161502,0.41223857,3.1797539,0.6446449,0.134749625,0.199285135,0.39326111,0.0,0.61,2.15,306.86,296.37,385.23,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,4,27.6335,17.657,0.5095,153.60944695,-1.55803,0.960764,-1.530175,0.9586805,4.61152,4.070755,4.677575,4.070755,3.357775,1.594175,3.357775,1.669655,8.1100945,127.0,32.5,273.0,0.19475982,0.567934025,-0.0111910815,302.14459,301.40157,3.78506E-4,1.7582726,0.0200218645,0.240236635,0.074938327,0.27422165,0.035138333,0.070218332,0.33675997,0.253973325,0.125701665,0.3412476,2.9056414,0.56981737,0.038570966,0.15684157,0.31479667,0.0,0.55,1.6,308.52,294.27,385.765,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,5,25.511,20.48,0.0,108.5568377,-0.437493,0.973118,-0.376268,0.978495,2.45296,1.85983,2.41996,1.85983,2.14752,0.635537,2.14752,0.781416,3.6290338,115.0,25.0,250.0,0.0939626,0.2768466,-0.013264962,299.65668,299.0135,7.18E-7,2.0233147,0.007365714,0.17298546,0.08720645,0.23273225,0.03953871,0.068325795,0.32204837,0.28490964,0.1622871,0.24880128,2.3990104,0.4519419,-0.102740705,0.1061471,0.20295471,0.0,0.42,1.0,310.76,289.0,385.53,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,6,25.198,19.386,0.0,93.8713357,4.80109E-4,0.9875,0.00560214,0.9875,1.2213,1.01142,1.24046,1.01142,1.24522,0.701366,1.24522,0.687148,0.27313182,104.0,25.0,224.0,0.03586152,0.10777497,-0.012638941,299.38934,298.69562,1.86E-6,1.9225978,6.36264E-4,0.12416164,0.09794,0.20180002,0.04340333,0.070356674,0.28522,0.28333002,0.19805999,0.17732586,1.8685216,0.34663737,-0.16802646,0.069927454,0.11960671,0.0,0.31,0.7,313.92,290.36,385.345,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,7,24.378,20.775,0.0,92.6132464,-0.645548,0.990591,-0.650681,0.989919,1.89,1.72006,1.87553,1.72006,1.21373,0.797999,1.21373,0.824111,0.20624307,110.0,23.0,240.0,0.040249944,0.12163823,-0.01321543,298.28937,297.61407,8.78E-7,2.0447283,3.45E-6,0.11303991,0.10936451,0.22417416,0.04800968,0.07800967,0.3156387,0.3101645,0.21734516,0.1887902,1.8739585,0.34424075,-0.16094002,0.07716533,0.11795439,0.0,0.32,0.7,314.18,288.48,384.505,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,8,25.695,22.664,0.039,110.0056089,-1.12603,0.992608,-1.15246,0.989919,2.38153,2.10971,2.39923,2.10971,1.24668,0.849247,1.24668,0.784925,1.4071547,117.0,31.0,255.0,0.03905738,0.115482286,-0.015056983,300.4149,299.30396,5.16E-6,2.3137255,7.9E-6,0.109675996,0.11894839,0.23338385,0.053632252,0.085370965,0.3285,0.32801935,0.23538706,0.18519263,1.7361574,0.32505,-0.16856943,0.07581482,0.10533757,0.0,0.29,0.7,315.86,289.16,383.935,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,9,28.26,19.268,0.108,132.4031619,-0.255875,0.989583,-0.290217,0.988889,2.27079,2.27996,2.26346,2.27996,2.00416,1.43854,2.00416,1.47896,3.9247591,124.0,41.0,265.0,0.042239558,0.11978536,-0.012278549,304.69556,302.62524,5.57E-5,2.23771,6.17E-5,0.13384928,0.12328667,0.24052331,0.05497,0.08862332,0.3435766,0.35457003,0.2579033,0.18692277,1.7146881,0.32225066,-0.19127515,0.07751049,0.10348732,0.0,0.3,0.8,319.74,294.18,383.595,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,10,29.753,20.89,0.681,156.4267473,-0.324132,0.994624,-0.344375,0.988575,3.24054,3.24559,3.18567,3.24559,2.8146,2.82959,2.8146,2.96458,5.4691777,131.0,49.0,279.0,0.06431642,0.17449795,-0.013810568,307.0471,304.55933,7.59E-5,2.4881253,1.36717E-4,0.17167002,0.13248385,0.2583645,0.06058387,0.101332255,0.37234837,0.3961645,0.2965806,0.19652116,1.5517172,0.3215715,-0.21111177,0.08319781,0.10311058,0.0,0.29,0.8,319.18,296.3,383.52,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,11,28.5205,13.2005,5.2955,152.26455345,0.11858505,0.9798615,0.13184505,0.9788195,4.549375,5.489095,4.52379,5.489095,4.67068,6.24685,4.66223,6.401045,7.3164675,117.5,53.5,243.0,0.138766703,0.371802085,-0.0096768645,304.79728,302.74176,0.005021252,1.29333875,0.0057375845,0.249260475,0.1029931155,0.26280245,0.047297097,0.089404097,0.34977654,0.34043552,0.22330467,0.262558925,1.95431695,0.438258305,-0.126287117,0.1158752425,0.194586115,0.0,0.385,1.15,314.92,296.86,383.2475,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-Ade,WSA,12,27.7095,9.731,7.1005,155.1015873,-1.664245,0.997984,-1.672945,0.996976,6.900605,7.41232,6.922765,7.41232,5.401585,6.357195,5.331195,6.36074,7.84314085,121.5,61.5,243.0,0.34318316,0.931636075,-0.0075770765,302.369475,301.1687,0.0112325975,0.7976859,0.0169238295,0.290742815,0.095818377,0.28235502,0.044131316,0.089334558,0.353593495,0.32367611,0.20916227,0.3059557,2.16807555,0.4938157,-0.06698377,0.13966016,0.240617715,0.0,0.58,1.95,311.08,297.12,383.9325,FLUXNET,10,GRA,GRA,Aw,Tropical,S,-13.0769,131.1178
AU-ASM,SAV,1,30.051,30.63275,2.1405,171.9602994,0.31584925,0.9472445,0.31983725,0.9501005,0.89786125,0.74301225,0.89005575,0.797875,1.2165665,1.21672375,1.2087675,1.20134925,3.890825925,145.5,45.0,313.75,0.002037783,0.00543803975,-0.01512654125,306.048365,303.422445,0.002655242,2.945906475,0.005226382,0.1211031775,0.12640724725,0.2089967925,0.04048870975,0.0719798325,0.3003814525,0.33839357,0.2796112825,0.11464321,1.90289305,0.2467271375,-0.2360298275,0.0516329545,0.0617333355,0.0,0.1825,0.35,320.85,296.755,392.615,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,2,27.5765,23.56475,2.642,163.7485828,0.157074,0.9631505,0.1722405,0.96681925,1.44211975,1.37378625,1.43845725,1.3748795,1.60093175,1.53361525,1.5974945,1.4989775,3.66616725,134.5,44.25,287.75,0.01550049425,0.04317761825,-0.0133245105,303.23256,301.0693575,0.00224918425,2.3126229,0.0065970665,0.136848975,0.11247563,0.201453415,0.037310777,0.0660840165,0.2861443025,0.316252845,0.25515812,0.121735354666667,2.044463325,0.28237871,-0.2215381825,0.05751773575,0.083195385,0.0,0.2175,0.4,318.195,295.54,392.84,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,3,26.01975,21.38325,1.36475,148.00286045,-0.3453381,0.97681425,-0.3434673,0.97799025,2.126848,2.16731975,2.1286185,2.16415375,1.78317525,1.7942375,1.78572875,1.8350695,3.811687425,127.5,37.75,274.25,0.023571441,0.06741399375,-0.0126626865,301.3105425,299.5016725,0.00164209075,2.114366675,0.0065465085,0.13550443375,0.099469351,0.1950661175,0.03443145325,0.061152011,0.271771375,0.2890467475,0.226606845,0.13534902,2.188094825,0.3245198325,-0.193477764,0.0641491925,0.110210939,0.0,0.2375,0.45,314.74,293.89,393.30375,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,4,22.16275,18.37875,0.74025,118.405587325,-0.34563175,0.9756945,-0.34409775,0.9782985,1.426294275,1.3552345,1.427203575,1.356165,1.0805305,0.94551075,1.080778,0.954208,2.92373,111.5,26.0,244.5,0.01272127625,0.03710652625,-0.01166924075,297.6473425,295.8847025,5.1209225E-4,1.781288825,0.00440335975,0.1286309075,0.0935216575,0.178528335,0.03267083225,0.05677916575,0.253334975,0.2726141475,0.2091808175,0.126433696666667,2.140903325,0.3118513425,-0.2085108125,0.05627521425,0.10027226425,0.0,0.23,0.375,310.89,289.65,394.05,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,5,17.548,13.3085,0.2775,86.476697015,-0.223156525,0.97463025,-0.224015375,0.97715075,0.71381575,0.70444025,0.7120455,0.6998125,0.48852825,0.44122675,0.48536875,0.4439965,1.82905585,90.0,22.0,198.25,0.00416158,0.012419538,-0.0088771825,292.4240225,291.0662125,3.06437E-4,1.2129854925,0.00246061475,0.1301047765,0.08933225825,0.16467016,0.03111855,0.0537129015,0.239765315,0.2607225625,0.194916125,0.117817042,2.065520425,0.2958334325,-0.226461335,0.04898700725,0.088355905,0.0,0.2075,0.275,305.04,284.66,394.6425,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,6,13.7255,10.087,0.13675,71.12789914,-0.12394375,0.98072925,-0.124240725,0.985243,0.32703125,0.333878,0.32838775,0.33344525,0.200565,0.17193625,0.203223,0.15768785,1.57518775,79.5,19.25,175.25,0.001180731,0.003602113,-0.0074312965,288.13262,287.0411425,1.3399125E-4,0.900591805,9.525355E-4,0.1285654565,0.08699292125,0.1578962525,0.03018791675,0.052673334,0.23084206,0.2491191625,0.1867995675,0.113652458666667,1.99838275,0.289115155,-0.22426469,0.04583317325,0.0843211605,0.0,0.21,0.25,300.555,280.385,394.41125,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,7,13.91125,11.141,0.1515,79.7299300175,-0.092002375,0.953629,-0.090869725,0.9596775,0.2396185,0.2586515,0.2402335,0.258708,0.148606825,0.14204745,0.15029345,0.124508125,0.8737771675,87.0,18.25,193.5,-4.67761E-4,-0.00143571975,-0.00782343375,288.155045,287.2245675,2.5822125E-4,0.99205305,6.9864175E-4,0.1239769985,0.0913943535,0.1611524125,0.03130645025,0.05408870975,0.237194355,0.262850005,0.19648952,0.111622803333333,1.981860725,0.2761890725,-0.2396158075,0.0445897195,0.07671906375,0.0,0.205,0.25,302.255,280.33,393.93375,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,8,17.07625,16.28575,0.0,106.183203225,-0.1042505,0.9628695,-0.103000225,0.96555775,0.20996775,0.2480185,0.20687325,0.2477655,0.10779355,0.153661425,0.1071712,0.181108,2.0504014,111.0,18.0,248.75,-0.00227532775,-0.006762348,-0.01044726375,292.1734175,290.66106,1.69975E-6,1.486731225,3.939155E-4,0.098698006,0.103303211,0.1735661225,0.03420564475,0.059211285,0.2559298475,0.2874096625,0.2239830475,0.1093789,1.93559655,0.254092225,-0.2466971125,0.044097606,0.064829875,0.0,0.1875,0.3,308.445,282.67,393.1475,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,9,21.7895,21.41225,0.551,129.544503075,-0.20585345,0.90191,-0.198485775,0.9078125,0.65710675,0.71162775,0.656365,0.72309275,0.45916825,0.67303385,0.45971275,0.63460945,2.17636905,124.75,24.5,275.75,9.59801E-4,0.00267367125,-0.0127749795,297.602575,295.6447575,4.92385E-4,2.0756039,0.001220598,0.11454518625,0.11067999725,0.1866841675,0.03585666525,0.06198917125,0.27148249,0.3051466575,0.24818915,0.12088175625,2.01360445,0.2569109775,-0.2393515625,0.048025528,0.06797752975,0.0,0.1925,0.325,313.855,287.105,392.13875,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,10,25.1444,27.0026,0.4982,156.38942092,0.020909356,0.8712366,0.0276615516,0.8754032,0.45843344,0.5146022,0.4584123,0.52095398,0.48769632,0.5966848,0.48924258,0.5919754,2.08173962,139.4,31.0,307.8,0.0011238714,0.0030125154,-0.0149740004,301.489714,298.88028,3.715958E-4,2.61454938,8.05912E-4,0.1036703712,0.118549028,0.197693554,0.0383238702,0.0671496752,0.286350966,0.322192912,0.262034196,0.12189084125,1.94657588,0.251270868,-0.239011248,0.0497117268,0.0644791048,0.0,0.182,0.36,317.704,290.216,391.705,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,11,27.6476,28.6234,0.7244,166.67112952,0.2614092,0.9281944,0.2546654,0.9291666,0.339870464,0.2786974,0.332679698,0.2917922,0.5960174,0.6062956,0.5873098,0.554507,2.1644658,142.6,40.6,309.4,-0.002018817,-0.0052017868,-0.014877177,304.312716,301.317278,7.88359E-4,2.80128384,0.0015562274,0.110662047,0.1286946652,0.206048668,0.0405893324,0.07161067,0.29973332,0.341387308,0.28176468,0.11501934375,1.87765954,0.232215868,-0.246986102,0.0477120072,0.0544349678,0.0,0.164,0.32,319.952,293.96,392.433,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-ASM,SAV,12,28.5686,28.0754,1.773,168.6785422,0.21752574,0.9174732,0.21338298,0.9216398,0.74663,0.77714342,0.745965,0.78580416,0.9606368,1.0560756,0.9591882,1.0158504,2.90228664,140.2,46.2,300.8,0.0035897646,0.0093549792,-0.014533198,304.997578,302.272092,0.0017479684,2.7431805,0.0029079192,0.122121164,0.132090318,0.216553542,0.0424612888,0.0746593536,0.312437406,0.349156766,0.289056122,0.127030404,1.8998606,0.242492984,-0.234737024,0.0526342918,0.0596478286,0.0,0.174,0.32,320.688,295.648,393.144,FLUXNET,6,CSH,SH,BWh,Arid,S,-22.283,133.249
AU-Cpr,SAV,1,25.1526666666667,22.907,1.245,175.272674866667,-0.1951959,0.989023333333333,-0.194778266666667,0.987455333333333,1.879838,1.833128,1.89208633333333,1.82471866666667,1.68415433333333,1.64582033333333,1.702718,1.61642333333333,4.10949636666667,155.0,38.0,334.0,0.0546268836666667,0.13800224,-0.012165944,302.60253,298.620943333333,0.001362999,2.05603803333333,0.0041050706666666,0.162290296666667,0.134161283333333,0.264477433333333,0.0478903216666667,0.086236553,0.341091396666667,0.334462353333333,0.253878466666667,0.18557721,2.0671804,0.326660603333333,-0.116994925,0.0865016966666667,0.106512273333333,0.0,0.323333333333333,0.6,320.433333333333,290.54,391.465,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,2,24.086,18.736,2.981,144.9989772,-0.155059666666667,0.974599666666667,-0.137039333333333,0.970178333333333,1.81804566666667,1.87409433333333,1.807209,1.87593533333333,1.649237,1.61546266666667,1.66734433333333,1.554004,3.77588673333333,132.666666666667,41.0,283.666666666667,0.0572804026666667,0.152247113333333,-0.0098648443333333,301.066423333333,297.641926666667,0.0017640993333333,1.69855476666667,0.0046233653333333,0.174489803333333,0.124342318333333,0.255424006666667,0.04457003,0.0806139966666667,0.326158966666667,0.310084196666667,0.231554806666667,0.187695875,2.16878803333333,0.34488684,-0.0968016433333333,0.0882497976666667,0.118812538333333,0.0,0.34,0.633333333333333,315.873333333333,289.486666666667,391.768333333333,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,3,20.9583333333333,14.044,0.8,115.4106707,-0.478483503333333,0.972894333333333,-0.484354383333333,0.970878,2.38236666666667,2.32197333333333,2.38586666666667,2.32803333333333,1.90682333333333,1.80445333333333,1.90439666666667,1.74223,3.2258233,109.0,36.3333333333333,232.0,0.0677717966666667,0.189865976666667,-0.0080559176666666,296.54919,294.361586666667,8.302766666666E-4,1.2388625,0.00395739,0.188250863333333,0.109689243333333,0.245440856666667,0.039437638,0.0731032253333333,0.30747522,0.283695686666667,0.20385269,0.202147065,2.35892656666667,0.382231616666667,-0.0721088956666667,0.09392571,0.145599233333333,0.0,0.383333333333333,0.666666666666667,309.493333333333,286.78,392.106666666667,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,4,17.2313333333333,10.7756666666667,0.26,77.47777778,-0.914867333333333,0.974537,-0.930359,0.970370333333333,2.01152333333333,1.97932,2.00549,1.97394,1.09131566666667,0.950873333333333,1.08267233333333,0.935315666666667,2.40237983333333,82.0,26.0,176.666666666667,0.0740409766666667,0.216430073333333,-0.005994202,293.043093333333,291.274413333333,2.632573333333E-4,1.0046532,0.0028576316666666,0.190521996666667,0.0930955516666667,0.230536663333333,0.0331944423333333,0.0636077763333333,0.282154433333333,0.243435553333333,0.16720666,0.216585965,2.6289994,0.4246822,-0.026769985,0.098068632,0.179115816666667,0.0,0.416666666666667,0.6,304.306666666667,282.46,392.811666666667,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,5,13.88025,6.75725,0.70375,41.89860645,-0.311138,0.94455625,-0.3270805,0.94640475,1.25820575,1.299382775,1.27407075,1.30527095,0.94527775,0.78314375,0.9412365,0.649245,1.960174525,52.75,22.75,111.75,0.04344733175,0.1322212645,-0.00394888225,287.82539,287.3792075,7.38331E-4,0.600776585,0.00220877775,0.21666087,0.08264589375,0.20667623,0.02934785925,0.055418001,0.2532085375,0.2192304825,0.1479898425,0.20166943,2.7623703,0.4307447975,-0.02676271825,0.0890985715,0.1859894175,0.0,0.3625,0.475,295.095,279.515,394.6425,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,6,10.86425,4.152,0.51175,29.8184397175,-0.33557275,0.97760425,-0.337425,0.97604175,1.07876725,1.123449725,1.06503025,1.1451195,0.76315475,0.6069675,0.739566,0.5967515,1.804964625,43.5,17.75,91.5,0.0418678005,0.1328460075,-0.00281512175,284.51446,284.500135,5.4779E-4,0.3674942175,0.002055094,0.2314348875,0.0750845315,0.19775999,0.02632795225,0.050998642,0.24201321,0.204946455,0.1344838575,0.203233666666667,2.89040545,0.4498562625,-0.01661502775,0.08918152225,0.2010676225,0.0,0.3775,0.55,290.405,277.275,394.41125,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,7,10.52425,4.5705,0.532,33.523657995,-0.394567,0.96942225,-0.39744525,0.97143825,1.0698485,1.059718225,1.07778425,1.153835,0.68236525,0.61120875,0.67788,0.67168475,1.732658375,46.5,20.0,98.25,0.04042571575,0.1286224005,-0.00307017925,283.8859975,283.8808075,7.03924E-4,0.3786720275,0.001990045,0.22998504,0.075506701,0.1951867625,0.02653115575,0.051277976,0.241960845,0.2070615975,0.1371229125,0.199811276666667,2.822443925,0.44248471,-0.02838385375,0.0865727725,0.1949734775,0.0,0.38,0.525,291.3,277.035,393.93375,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,8,12.0726,6.6248,0.56,57.387266032,-0.5037234,0.9711024,-0.515483,0.9720432,1.1851248,1.255616,1.1854492,1.2438184,0.6834866,0.6367622,0.6597924,0.6342044,1.71656701,63.8,26.4,136.6,0.033927394,0.1022188122,-0.0043349056,285.703086,285.188464,5.981794E-4,0.530690038,0.001801969,0.219328552,0.092773331,0.201728142,0.0327312294,0.0598794276,0.26014895,0.245968254,0.182537026,0.1741523975,2.41423142,0.375063608,-0.0922077488,0.0754023904,0.144054491,0.0,0.324,0.42,294.784,277.888,392.101,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
AU-Cpr,SAV,9,15.2388,10.2224,0.6934,89.510405422,-0.41099126,0.9162498,-0.40951712,0.917361,1.170598,1.281563,1.1584054,1.2373628,0.7689776,0.6351992,0.7542334,0.6538932,2.57157944,92.2,34.6,198.8,0.0300283264,0.083032559,-0.0069879352,290.249518,288.657334,8.724554E-4,0.895582752,0.0021923146,0.197925886,0.1133616712,0.222999006,0.0401083314,0.071544662,0.294829004,0.295363994,0.228204666,0.1645476075,2.141002,0.32957803,-0.136105902,0.073161412,0.1107337072,0.0,0.3,0.48,303.5,280.32,391.545,FLUXNET,6,CSH,SH,BWk,Arid,S,-34.0021,140.5891
